HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458825.61257,2019-12-08.1140525,br,1.49,16.603,>16.603,99.990,0.183,0.166,g
2458825.61379,2019-12-08.1152758,br,1.46,16.528,>16.528,99.990,0.321,0.178,g
2458830.59853,2019-12-13.1002840,br,1.50,16.241,>16.241,99.990,0.236,0.232,g
2458830.59976,2019-12-13.1015133,br,1.50,16.318,>16.318,99.990,-0.172,0.216,g
2458830.60099,2019-12-13.1027395,br,1.54,16.171,>16.171,99.990,-0.305,0.247,g
2458831.59503,2019-12-14.0968447,br,1.51,16.701,>16.701,99.990,-0.028,0.152,g
2458831.59624,2019-12-14.0980612,br,1.53,16.513,>16.513,99.990,0.286,0.180,g
2458831.59747,2019-12-14.0992865,br,1.51,16.522,>16.522,99.990,-0.277,0.179,g
2458834.55882,2019-12-17.0607918,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458834.56004,2019-12-17.0620104,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458836.56294,2019-12-19.0650155,br,1.47,17.586,>17.586,99.990,0.078,0.067,g
2458836.56416,2019-12-19.0662304,br,1.45,17.649,>17.649,99.990,0.062,0.063,g
2458836.56537,2019-12-19.0674559,br,1.47,17.611,>17.611,99.990,0.021,0.066,g
2458838.55970,2019-12-21.0618805,br,1.50,99.990,99.990,99.990,99.990,99.990,g
2458838.56092,2019-12-21.0631030,br,1.62,17.579,>17.579,99.990,-0.105,0.068,g
2458838.56215,2019-12-21.0643332,br,1.55,99.990,99.990,99.990,99.990,99.990,g
2458839.55639,2019-12-22.0586072,br,1.68,99.990,99.990,99.990,99.990,99.990,g
2458839.55760,2019-12-22.0598234,br,1.66,99.990,99.990,99.990,99.990,99.990,g
2458839.55882,2019-12-22.0610467,br,1.61,99.990,99.990,99.990,99.990,99.990,g
2458840.54927,2019-12-23.0515394,br,1.51,99.990,99.990,99.990,99.990,99.990,g
2458840.55049,2019-12-23.0527614,br,1.51,99.990,99.990,99.990,99.990,99.990,g
2458840.55172,2019-12-23.0539881,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2458841.54591,2019-12-24.0482386,br,1.43,17.201,>17.201,99.990,-0.066,0.096,g
2458841.54713,2019-12-24.0494547,br,1.48,15.752,>15.752,99.990,-0.318,0.363,g
2458841.54838,2019-12-24.0506971,br,1.37,15.261,>15.261,99.990,1.156,0.571,g
2458842.54631,2019-12-25.0486785,br,1.53,16.673,>16.673,99.990,-0.179,0.156,g
2458842.54753,2019-12-25.0499057,br,1.52,17.225,>17.225,99.990,0.124,0.094,g
2458842.54876,2019-12-25.0511265,br,1.70,17.337,>17.337,99.990,0.086,0.084,g
2458844.53950,2019-12-27.0419629,br,1.61,16.728,>16.728,99.990,0.060,0.148,g
2458844.54072,2019-12-27.0431796,br,1.63,16.729,>16.729,99.990,-0.122,0.148,g
2458844.54193,2019-12-27.0444032,br,1.55,17.043,>17.043,99.990,-0.014,0.111,g
2458845.53983,2019-12-28.0423454,br,1.70,16.104,>16.104,99.990,-0.232,0.263,g
2458845.54105,2019-12-28.0435619,br,1.64,16.133,>16.133,99.990,0.104,0.256,g
2458845.54226,2019-12-28.0447791,br,1.61,16.476,>16.476,99.990,0.162,0.187,g
2458916.14878,2020-03-07.6520098,bB,2.35,17.185,>17.185,99.990,0.138,0.097,g
2458916.15005,2020-03-07.6532822,bB,2.35,16.922,>16.922,99.990,0.210,0.124,g
2458916.15134,2020-03-07.6545680,bB,2.28,16.928,>16.928,99.990,0.169,0.123,g
2458919.00088,2020-03-10.5040300,br,1.50,16.244,>16.244,99.990,-0.523,0.231,g
2458919.00211,2020-03-10.5052578,br,1.48,16.058,>16.058,99.990,-0.033,0.274,g
2458919.00332,2020-03-10.5064740,br,1.47,16.169,>16.169,99.990,-0.404,0.248,g
2458930.11800,2020-03-21.6207594,bB,2.33,17.594,>17.594,99.990,0.145,0.067,g
2458930.11929,2020-03-21.6220515,bB,2.34,17.535,>17.535,99.990,0.068,0.070,g
2458931.96184,2020-03-23.4645282,br,1.49,17.288,>17.288,99.990,-0.167,0.088,g
2458931.96313,2020-03-23.4658232,br,1.50,17.265,>17.265,99.990,0.082,0.090,g
2458931.96437,2020-03-23.4670565,br,1.43,17.507,>17.507,99.990,0.134,0.072,g
2458933.95549,2020-03-25.4580943,br,1.51,17.481,>17.481,99.990,0.037,0.074,g
2458933.95670,2020-03-25.4593152,br,1.51,17.573,>17.573,99.990,0.116,0.068,g
2458933.95793,2020-03-25.4605408,br,1.48,17.565,>17.565,99.990,0.117,0.068,g
2458951.07275,2020-04-11.5745245,bB,2.10,16.491,>16.491,99.990,-0.141,0.184,g
2458951.07402,2020-04-11.5758045,bB,2.09,16.620,>16.620,99.990,-0.345,0.163,g
2458951.07531,2020-04-11.5770907,bB,2.10,16.604,>16.604,99.990,-0.024,0.166,g
2458957.10686,2020-04-17.6083030,bB,2.12,17.706,>17.706,99.990,0.197,0.060,g
2458957.10814,2020-04-17.6095827,bB,2.11,17.699,>17.699,99.990,0.090,0.060,g
2458957.10942,2020-04-17.6108664,bB,2.11,17.605,>17.605,99.990,0.113,0.066,g
2458960.03966,2020-04-20.5409343,bB,2.16,17.595,>17.595,99.990,0.159,0.067,g
2458960.04097,2020-04-20.5422412,bB,2.14,17.690,>17.690,99.990,0.060,0.061,g
2458960.04226,2020-04-20.5435325,bB,2.14,17.724,>17.724,99.990,-0.071,0.059,g
2458966.02839,2020-04-26.5293140,bB,2.13,17.553,>17.553,99.990,0.296,0.069,g
2458966.02968,2020-04-26.5305978,bB,2.08,17.637,>17.637,99.990,0.077,0.064,g
2458966.03096,2020-04-26.5318809,bB,2.08,17.590,>17.590,99.990,0.207,0.067,g
2458969.02097,2020-04-29.5217078,bB,2.44,17.671,>17.671,99.990,0.102,0.062,g
2458969.02227,2020-04-29.5230069,bB,2.46,17.729,>17.729,99.990,0.144,0.059,g
2458969.02355,2020-04-29.5242928,bB,2.40,17.618,>17.618,99.990,0.088,0.065,g
2458973.06729,2020-05-03.5677798,bB,2.15,17.655,>17.655,99.990,0.152,0.063,g
2458973.06857,2020-05-03.5690710,bB,2.14,17.844,>17.844,99.990,0.170,0.053,g
2458973.06986,2020-05-03.5703578,bB,2.17,17.746,>17.746,99.990,0.186,0.058,g
2458974.85405,2020-05-05.3544348,br,1.47,16.370,>16.370,99.990,-0.509,0.206,g
2458974.85527,2020-05-05.3556553,br,1.44,16.285,>16.285,99.990,0.353,0.223,g
2458974.85649,2020-05-05.3568738,br,1.41,16.377,>16.377,99.990,0.223,0.204,g
2458975.95296,2020-05-06.4532893,br,1.60,16.543,>16.543,99.990,-0.163,0.175,g
2458975.95418,2020-05-06.4545052,br,1.52,16.725,>16.725,99.990,0.116,0.148,g
2458975.95540,2020-05-06.4557200,br,1.55,16.512,>16.512,99.990,-0.106,0.180,g
2458978.84718,2020-05-09.3473151,br,1.51,15.744,>15.744,99.990,-0.542,0.366,g
2458978.84839,2020-05-09.3485288,br,1.51,15.879,>15.879,99.990,0.020,0.323,g
2458978.84962,2020-05-09.3497521,br,1.55,15.986,>15.986,99.990,-0.163,0.293,g
2458979.86140,2020-05-10.3614741,br,1.49,16.366,>16.366,99.990,-0.336,0.206,g
2458979.86261,2020-05-10.3626924,br,1.56,16.331,>16.331,99.990,0.070,0.213,g
2458979.86383,2020-05-10.3639059,br,1.53,16.396,>16.396,99.990,0.021,0.201,g
2458984.99102,2020-05-15.4907903,bB,2.09,17.792,>17.792,99.990,0.094,0.055,g
2458984.99231,2020-05-15.4920728,bB,2.09,17.845,>17.845,99.990,0.195,0.053,g
2458984.99360,2020-05-15.4933644,bB,2.11,17.729,>17.729,99.990,0.108,0.059,g
2458985.90520,2020-05-16.4049101,br,1.44,17.507,>17.507,99.990,0.013,0.072,g
2458985.90642,2020-05-16.4061284,br,1.42,17.525,>17.525,99.990,0.066,0.071,g
2458985.90764,2020-05-16.4073446,br,1.47,17.462,>17.462,99.990,0.057,0.075,g
2458987.98062,2020-05-18.4802026,bB,2.15,17.753,>17.753,99.990,0.242,0.058,g
2458987.98192,2020-05-18.4814950,bB,2.15,17.688,>17.688,99.990,0.042,0.061,g
2458987.98321,2020-05-18.4827910,bB,2.15,17.765,>17.765,99.990,0.093,0.057,g
2458989.95378,2020-05-20.4532310,br,1.63,17.085,>17.085,99.990,0.048,0.106,g
2458989.95500,2020-05-20.4544597,br,1.54,16.960,>16.960,99.990,-0.038,0.119,g
2458989.95621,2020-05-20.4556674,br,1.61,17.019,>17.019,99.990,0.154,0.113,g
2458990.82336,2020-05-21.3227685,br,1.46,17.654,>17.654,99.990,0.045,0.063,g
2458990.82459,2020-05-21.3239878,br,1.44,17.538,>17.538,99.990,0.031,0.070,g
2458990.82579,2020-05-21.3252155,br,1.47,17.604,>17.604,99.990,0.134,0.066,g
2458991.83886,2020-05-22.3381987,br,1.52,99.990,99.990,99.990,99.990,99.990,g
2458991.84008,2020-05-22.3394254,br,1.57,99.990,99.990,99.990,99.990,99.990,g
2458991.84130,2020-05-22.3406413,br,1.52,17.619,>17.619,99.990,0.039,0.065,g
2458992.88531,2020-05-23.3845858,br,1.42,17.700,>17.700,99.990,-0.057,0.060,g
2458992.88653,2020-05-23.3858017,br,1.37,99.990,99.990,99.990,99.990,99.990,g
2458992.88775,2020-05-23.3870209,br,1.50,99.990,99.990,99.990,99.990,99.990,g
2458993.81229,2020-05-24.3115172,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2458993.81352,2020-05-24.3127425,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458993.81474,2020-05-24.3139598,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458994.81823,2020-05-25.3173929,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458994.81943,2020-05-25.3186031,br,1.54,17.570,>17.570,99.990,0.092,0.068,g
2458994.82067,2020-05-25.3198326,br,1.52,99.990,99.990,99.990,99.990,99.990,g
2458997.83433,2020-05-28.3333145,br,1.44,17.512,>17.512,99.990,0.148,0.072,g
2458997.83555,2020-05-28.3345342,br,1.43,17.584,>17.584,99.990,0.030,0.067,g
2458997.83676,2020-05-28.3357450,br,1.43,17.611,>17.611,99.990,0.022,0.066,g
2458999.81968,2020-05-30.3185428,br,1.50,99.990,99.990,99.990,99.990,99.990,g
2458999.82089,2020-05-30.3197590,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458999.82211,2020-05-30.3209736,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2459000.84420,2020-05-31.3430083,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2459000.84542,2020-05-31.3442278,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2459000.84662,2020-05-31.3454332,br,1.43,99.990,99.990,99.990,99.990,99.990,g
2459002.77957,2020-06-02.2782664,br,1.46,16.518,>16.518,99.990,-0.273,0.179,g
2459002.78079,2020-06-02.2794811,br,1.49,16.690,>16.690,99.990,0.406,0.153,g
2459002.78200,2020-06-02.2806968,br,1.49,16.644,>16.644,99.990,-0.332,0.160,g
2459004.76825,2020-06-04.2668241,br,1.44,16.217,>16.217,99.990,0.163,0.237,g
2459004.76946,2020-06-04.2680415,br,1.46,16.246,>16.246,99.990,0.218,0.230,g
2459004.77068,2020-06-04.2692608,br,1.44,16.221,>16.221,99.990,-0.388,0.236,g
2459005.87426,2020-06-05.3727774,br,1.42,16.357,>16.357,99.990,-0.011,0.208,g
2459005.87548,2020-06-05.3739929,br,1.44,16.332,>16.332,99.990,0.291,0.213,g
2459005.87669,2020-06-05.3752103,br,1.44,16.333,>16.333,99.990,0.348,0.213,g
2459008.11133,2020-06-07.6097228,bB,2.12,16.874,>16.874,99.990,-0.082,0.129,g
2459008.11263,2020-06-07.6110170,bB,2.11,16.699,>16.699,99.990,0.112,0.152,g
2459008.11391,2020-06-07.6123006,bB,2.09,16.656,>16.656,99.990,0.394,0.158,g
2459009.90209,2020-06-09.4003824,bB,2.40,16.639,>16.639,99.990,-0.508,0.161,g
2459009.90339,2020-06-09.4016799,bB,2.13,15.849,>15.849,99.990,-0.099,0.332,g
2459011.93276,2020-06-11.4309370,bB,2.11,17.410,>17.410,99.990,0.267,0.079,g
2459011.93405,2020-06-11.4322336,bB,2.14,17.443,>17.443,99.990,-0.022,0.077,g
2459011.93534,2020-06-11.4335214,bB,2.11,17.411,>17.411,99.990,0.144,0.079,g
2459013.87160,2020-06-13.3696766,br,1.43,17.215,>17.215,99.990,0.164,0.094,g
2459013.87282,2020-06-13.3709042,br,1.45,17.432,>17.432,99.990,0.034,0.077,g
2459013.87404,2020-06-13.3721201,br,1.46,17.414,>17.414,99.990,0.065,0.079,g
2459016.90042,2020-06-16.3983366,bB,2.10,17.451,>17.451,99.990,0.206,0.076,g
2459016.90172,2020-06-16.3996457,bB,2.07,17.339,>17.339,99.990,-0.026,0.084,g
2459016.90303,2020-06-16.4009547,bB,2.10,17.831,>17.831,99.990,0.185,0.054,g
2459021.05047,2020-06-20.5481873,bB,2.12,17.883,>17.883,99.990,0.155,0.051,g
2459021.05179,2020-06-20.5495086,bB,2.10,17.989,>17.989,99.990,0.068,0.046,g
2459021.05312,2020-06-20.5508339,bB,2.09,17.708,>17.708,99.990,0.125,0.060,g
2459023.94136,2020-06-23.4389440,bB,2.05,17.769,>17.769,99.990,0.068,0.057,g
2459023.94268,2020-06-23.4402565,bB,2.06,17.737,>17.737,99.990,-0.001,0.058,g
2459023.94400,2020-06-23.4415761,bB,2.04,17.474,>17.474,99.990,0.221,0.075,g
2459025.74664,2020-06-25.2441325,br,1.45,15.870,>15.870,99.990,0.424,0.326,g
2459025.74786,2020-06-25.2453524,br,1.43,16.083,>16.083,99.990,0.059,0.268,g
2459025.74907,2020-06-25.2465708,br,1.45,16.754,>16.754,99.990,0.042,0.144,g
2459026.75422,2020-06-26.2516679,br,1.42,17.481,>17.481,99.990,0.151,0.074,g
2459026.75543,2020-06-26.2528841,br,1.48,17.691,>17.691,99.990,0.099,0.061,g
2459026.75666,2020-06-26.2541134,br,1.46,17.666,>17.666,99.990,0.231,0.062,g
2459029.99413,2020-06-29.4914405,bB,2.13,18.031,>18.031,99.990,0.089,0.045,g
2459029.99544,2020-06-29.4927449,bB,2.16,17.996,>17.996,99.990,0.117,0.046,g
2459029.99674,2020-06-29.4940579,bB,2.14,18.026,>18.026,99.990,0.081,0.045,g
2459031.71953,2020-07-01.2167799,br,1.44,16.158,>16.158,99.990,-0.218,0.250,g
2459031.72076,2020-07-01.2180131,br,1.40,16.198,>16.198,99.990,-0.550,0.241,g
2459031.72198,2020-07-01.2192285,br,1.54,15.431,>15.431,99.990,-0.305,0.488,g
2459034.11446,2020-07-03.6116059,bB,2.12,17.707,>17.707,99.990,0.055,0.060,g
2459034.11577,2020-07-03.6129221,bB,2.12,17.533,>17.533,99.990,0.216,0.071,g
2459034.11709,2020-07-03.6142328,bB,2.14,17.368,>17.368,99.990,0.024,0.082,g
2459035.81265,2020-07-05.3097259,br,1.96,16.001,>16.001,99.990,-0.367,0.289,g
2459036.88667,2020-07-06.3837107,br,1.47,16.309,>16.309,99.990,-0.070,0.217,g
2459036.88789,2020-07-06.3849282,br,1.47,16.282,>16.282,99.990,-0.092,0.223,g
2459036.88910,2020-07-06.3861430,br,1.43,16.333,>16.333,99.990,0.072,0.213,g
2459037.86164,2020-07-07.3586484,br,1.49,16.493,>16.493,99.990,-0.131,0.184,g
2459037.86286,2020-07-07.3598611,br,1.46,16.368,>16.368,99.990,-0.193,0.206,g
2459037.86407,2020-07-07.3610771,br,1.45,16.425,>16.425,99.990,-0.041,0.195,g
2459038.87979,2020-07-08.3767641,br,1.51,16.474,>16.474,99.990,0.535,0.187,g
2459038.88101,2020-07-08.3779825,br,1.53,16.763,>16.763,99.990,-0.163,0.143,g
2459038.88223,2020-07-08.3791998,br,1.49,16.735,>16.735,99.990,0.080,0.147,g
2459039.84226,2020-07-09.3391961,br,1.47,16.705,>16.705,99.990,0.661,0.152,g
2459039.84347,2020-07-09.3404065,br,1.43,16.625,>16.625,99.990,0.033,0.163,g
2459039.84468,2020-07-09.3416273,br,1.49,16.796,>16.796,99.990,0.157,0.139,g
2459041.98879,2020-07-11.4856542,bB,2.28,17.566,>17.566,99.990,0.029,0.068,g
2459041.99010,2020-07-11.4869697,bB,2.28,17.567,>17.567,99.990,-0.195,0.068,g
2459041.99142,2020-07-11.4882837,bB,2.31,17.442,>17.442,99.990,0.054,0.077,g
2459044.81253,2020-07-14.3093084,bB,2.09,17.926,>17.926,99.990,0.012,0.049,g
2459044.81384,2020-07-14.3106234,bB,2.09,17.949,>17.949,99.990,-0.017,0.048,g
2459044.81516,2020-07-14.3119464,bB,2.09,17.965,>17.965,99.990,-0.014,0.047,g
2459046.86155,2020-07-16.3582723,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2459046.86276,2020-07-16.3594847,br,1.40,99.990,99.990,99.990,99.990,99.990,g
2459046.86398,2020-07-16.3607016,br,1.46,17.564,>17.564,99.990,0.026,0.068,g
2459049.85082,2020-07-19.3474633,bB,2.17,17.936,>17.936,99.990,0.076,0.049,g
2459049.85213,2020-07-19.3487736,bB,2.21,18.069,>18.069,99.990,0.116,0.043,g
2459049.85346,2020-07-19.3500973,bB,2.21,17.956,>17.956,99.990,0.067,0.048,g
2459052.99585,2020-07-22.4924207,bB,2.38,17.955,>17.955,99.990,-0.014,0.048,g
2459052.99714,2020-07-22.4937090,bB,2.38,17.795,>17.795,99.990,-0.043,0.055,g
2459052.99843,2020-07-22.4949942,bB,2.38,17.807,>17.807,99.990,0.094,0.055,g
2459054.71100,2020-07-24.2075336,br,1.71,99.990,99.990,99.990,99.990,99.990,g
2459054.71222,2020-07-24.2087486,br,1.63,17.714,>17.714,99.990,-0.012,0.060,g
2459054.71343,2020-07-24.2099621,br,1.67,17.414,>17.414,99.990,0.242,0.079,g
2459058.63515,2020-07-28.1316040,br,1.63,16.991,>16.991,99.990,0.177,0.116,g
2459058.63636,2020-07-28.1328214,br,1.67,16.861,>16.861,99.990,-0.047,0.131,g
2459059.70883,2020-07-29.2052741,br,1.47,17.087,>17.087,99.990,0.100,0.106,g
2459059.71005,2020-07-29.2064892,br,1.47,16.906,>16.906,99.990,-0.014,0.125,g
2459059.71127,2020-07-29.2077135,br,1.49,16.984,>16.984,99.990,0.130,0.117,g
2459060.88605,2020-07-30.3824826,bB,2.11,17.139,>17.139,99.990,0.176,0.101,g
2459060.88735,2020-07-30.3837706,bB,2.13,17.229,>17.229,99.990,-0.177,0.093,g
2459060.88864,2020-07-30.3850679,bB,2.12,17.237,>17.237,99.990,-0.086,0.093,g
2459062.87146,2020-08-01.3678614,bB,2.10,16.887,>16.887,99.990,-0.218,0.128,g
2459062.87275,2020-08-01.3691528,bB,2.16,17.018,>17.018,99.990,0.265,0.113,g
2459062.87404,2020-08-01.3704403,bB,2.13,16.908,>16.908,99.990,0.099,0.125,g
2459066.98330,2020-08-05.4796515,bB,2.12,16.659,>16.659,99.990,-0.176,0.158,g
2459066.98453,2020-08-05.4808946,bB,2.12,16.787,>16.787,99.990,0.081,0.140,g
2459066.98578,2020-08-05.4821340,bB,2.10,16.715,>16.715,99.990,-0.101,0.150,g
2459068.67699,2020-08-07.1733346,br,1.49,17.189,>17.189,99.990,0.015,0.097,g
2459068.67821,2020-08-07.1745562,br,1.54,17.216,>17.216,99.990,-0.139,0.094,g
2459068.67943,2020-08-07.1757768,br,1.54,17.053,>17.053,99.990,0.184,0.110,g
2459071.03731,2020-08-09.5336468,bB,2.10,17.232,>17.232,99.990,0.115,0.093,g
2459071.03855,2020-08-09.5348837,bB,2.10,17.195,>17.195,99.990,-0.009,0.096,g
2459071.03979,2020-08-09.5361255,bB,2.09,17.154,>17.154,99.990,0.221,0.100,g
2459072.77082,2020-08-11.2671458,br,1.43,17.578,>17.578,99.990,0.110,0.068,g
2459072.77204,2020-08-11.2683663,br,1.41,17.571,>17.571,99.990,0.136,0.068,g
2459072.77324,2020-08-11.2695765,br,1.44,17.479,>17.479,99.990,0.058,0.074,g
2459074.86322,2020-08-13.3595518,bB,2.12,17.939,>17.939,99.990,0.085,0.048,g
2459074.86446,2020-08-13.3607878,bB,2.12,17.939,>17.939,99.990,0.031,0.048,g
2459074.86570,2020-08-13.3620306,bB,2.11,18.005,>18.005,99.990,0.017,0.046,g
2459075.84741,2020-08-14.3437454,br,1.42,99.990,99.990,99.990,99.990,99.990,g
2459075.84864,2020-08-14.3449615,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2459075.84985,2020-08-14.3461796,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2459079.81117,2020-08-18.3075131,bB,2.09,18.013,>18.013,99.990,0.060,0.045,g
2459079.81241,2020-08-18.3087571,bB,2.11,17.990,>17.990,99.990,-0.017,0.046,g
2459079.81366,2020-08-18.3100060,bB,2.10,18.022,>18.022,99.990,0.057,0.045,g
2459080.86156,2020-08-19.3579108,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2459080.86280,2020-08-19.3591493,br,1.44,17.515,>17.515,99.990,0.038,0.072,g
2459080.86402,2020-08-19.3603776,br,1.40,99.990,99.990,99.990,99.990,99.990,g
2459082.78545,2020-08-21.2818114,br,1.41,17.537,>17.537,99.990,0.029,0.070,g
2459082.78667,2020-08-21.2830319,br,1.40,17.496,>17.496,99.990,0.073,0.073,g
2459082.78789,2020-08-21.2842548,br,1.43,17.554,>17.554,99.990,0.072,0.069,g
2459083.84871,2020-08-22.3450846,br,1.43,16.585,>16.585,99.990,0.151,0.169,g
2459083.84995,2020-08-22.3463254,br,1.45,16.449,>16.449,99.990,0.292,0.191,g
2459083.85117,2020-08-22.3475400,br,1.37,16.525,>16.525,99.990,-0.098,0.178,g
2459084.87880,2020-08-23.3751804,br,1.44,17.087,>17.087,99.990,-0.065,0.106,g
2459084.88001,2020-08-23.3763942,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2459084.88122,2020-08-23.3776076,br,1.48,17.018,>17.018,99.990,0.169,0.113,g
2459085.86103,2020-08-24.3574258,br,1.41,99.990,99.990,99.990,99.990,99.990,g
2459085.86226,2020-08-24.3586560,br,1.37,99.990,99.990,99.990,99.990,99.990,g
2459085.86349,2020-08-24.3598840,br,1.37,99.990,99.990,99.990,99.990,99.990,g
2459086.91487,2020-08-25.4112774,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2459086.91608,2020-08-25.4124936,br,1.52,99.990,99.990,99.990,99.990,99.990,g
2459086.91730,2020-08-25.4137071,br,1.55,99.990,99.990,99.990,99.990,99.990,g
2459088.81671,2020-08-27.3131469,bB,2.11,17.260,>17.260,99.990,-0.023,0.091,g
2459088.81796,2020-08-27.3143943,bB,2.11,17.436,>17.436,99.990,-0.133,0.077,g
2459088.81921,2020-08-27.3156394,bB,2.09,17.423,>17.423,99.990,-0.032,0.078,g
2459089.82061,2020-08-28.3170559,br,1.52,17.192,>17.192,99.990,-0.070,0.096,g
2459089.82182,2020-08-28.3182743,br,1.50,16.996,>16.996,99.990,0.063,0.115,g
2459089.82304,2020-08-28.3194893,br,1.50,17.093,>17.093,99.990,-0.001,0.106,g
2459090.78145,2020-08-29.2779135,br,1.47,16.618,>16.618,99.990,0.053,0.164,g
2459090.78267,2020-08-29.2791341,br,1.42,16.568,>16.568,99.990,0.111,0.171,g
2459090.78388,2020-08-29.2803478,br,1.43,16.565,>16.565,99.990,-0.472,0.172,g
2459091.82087,2020-08-30.3173553,br,1.45,16.299,>16.299,99.990,0.134,0.219,g
2459091.82208,2020-08-30.3185700,br,1.43,16.141,>16.141,99.990,0.417,0.254,g
2459091.82331,2020-08-30.3197914,br,1.45,16.249,>16.249,99.990,-0.371,0.230,g
2459094.96994,2020-09-02.4664939,bB,2.14,16.463,>16.463,99.990,0.251,0.189,g
2459094.97119,2020-09-02.4677332,bB,2.24,16.571,>16.571,99.990,-0.443,0.171,g
2459094.97243,2020-09-02.4689776,bB,2.17,16.375,>16.375,99.990,-0.221,0.205,g
2459095.75905,2020-09-03.2556129,br,1.53,16.198,>16.198,99.990,-0.083,0.241,g
2459095.76027,2020-09-03.2568313,br,1.35,16.246,>16.246,99.990,-0.321,0.230,g
2459095.76151,2020-09-03.2580746,br,1.46,16.290,>16.290,99.990,0.122,0.221,g
2459097.88260,2020-09-05.3792062,bB,2.35,17.031,>17.031,99.990,-0.063,0.112,g
2459097.88385,2020-09-05.3804542,bB,2.37,16.986,>16.986,99.990,-0.206,0.117,g
2459097.88509,2020-09-05.3816972,bB,2.34,16.934,>16.934,99.990,-0.158,0.122,g
2459102.92109,2020-09-10.4178292,bB,2.11,17.822,>17.822,99.990,0.111,0.054,g
2459102.92233,2020-09-10.4190743,bB,2.11,17.698,>17.698,99.990,0.002,0.060,g
2459102.92357,2020-09-10.4203158,bB,2.11,17.711,>17.711,99.990,0.065,0.060,g
2459105.80506,2020-09-13.3018964,bB,2.11,17.983,>17.983,99.990,0.069,0.047,g
2459105.80632,2020-09-13.3031440,bB,2.10,18.229,>18.229,99.990,0.069,0.037,g
2459105.80756,2020-09-13.3043929,bB,2.08,18.135,>18.135,99.990,0.012,0.040,g
2459105.94171,2020-09-13.4385453,bB,2.10,17.985,>17.985,99.990,-0.013,0.046,g
2459105.94296,2020-09-13.4397965,bB,2.09,17.868,>17.868,99.990,0.029,0.052,g
2459105.94420,2020-09-13.4410371,bB,2.08,17.878,>17.878,99.990,0.072,0.051,g
2459109.80549,2020-09-17.3024481,bB,2.23,99.990,99.990,99.990,99.990,99.990,g
2459109.80672,2020-09-17.3036851,bB,2.22,99.990,99.990,99.990,99.990,99.990,g
2459109.80796,2020-09-17.3049273,bB,2.28,99.990,99.990,99.990,99.990,99.990,g
2459110.88950,2020-09-18.3864962,bB,2.11,17.910,>17.910,99.990,0.014,0.050,g
2459110.89075,2020-09-18.38775,bB,2.09,17.783,>17.783,99.990,0.089,0.056,g
2459110.89199,2020-09-18.3889927,bB,2.10,17.921,>17.921,99.990,0.054,0.049,g
2459114.87240,2020-09-22.3695480,bB,2.28,17.836,>17.836,99.990,0.020,0.053,g
2459114.87363,2020-09-22.3707811,bB,2.28,17.807,>17.807,99.990,-0.033,0.055,g
2459114.87487,2020-09-22.3720262,bB,2.28,17.691,>17.691,99.990,0.131,0.061,g
2459123.85758,2020-10-01.3551162,bB,2.18,16.760,>16.760,99.990,0.130,0.144,g
2459123.85882,2020-10-01.3563589,bB,2.14,16.536,>16.536,99.990,0.319,0.177,g
2459123.86006,2020-10-01.3576004,bB,2.14,16.496,>16.496,99.990,0.026,0.183,g
2459126.85491,2020-10-04.3525940,bB,2.14,16.882,>16.882,99.990,0.077,0.128,g
2459126.85615,2020-10-04.3538278,bB,2.15,16.852,>16.852,99.990,0.011,0.132,g
2459126.85739,2020-10-04.3550710,bB,2.14,16.945,>16.945,99.990,-0.272,0.121,g
2459127.75211,2020-10-05.2498381,bB,2.12,17.755,>17.755,99.990,-0.086,0.057,g
2459127.75335,2020-10-05.2510744,bB,2.11,17.675,>17.675,99.990,0.065,0.062,g
2459127.75459,2020-10-05.2523160,bB,2.07,17.350,>17.350,99.990,0.204,0.083,g
2459128.78174,2020-10-06.2795153,br,1.50,16.356,>16.356,99.990,0.093,0.208,g
2459128.78295,2020-10-06.2807253,br,1.50,16.312,>16.312,99.990,0.501,0.217,g
2459128.78417,2020-10-06.2819423,br,1.54,16.295,>16.295,99.990,-0.927,0.221,g
2459129.79606,2020-10-07.2938862,br,1.51,16.296,>16.296,99.990,0.004,0.220,g
2459129.79727,2020-10-07.2951035,br,1.48,16.320,>16.320,99.990,0.068,0.215,g
2459130.74669,2020-10-08.2445688,br,1.47,16.974,>16.974,99.990,0.180,0.118,g
